valor_transacao,hora_transacao,dia_semana,qtd_transacoes_24h,tempo_desde_ultima_transacao_min,distancia_localizacao_km,idade_conta_dias,qtd_dispositivos_distintos,score_credito,renda_mensal_estimada,qtd_transacoes_mes,media_valor_transacao_30d,desvio_valor_media,mesmo_destinatario_recente,tipo_chave_pix,tentativas_senha_errada,usa_vpn,transacao_internacional,valor_acumulado_24h,razao_valor_renda,fraude
22.56,12,4,2,252.67,0.54,618,1,741.0,1500.0,28,11.43,0.89,0,0,1,0,0,31.85,0.02,0
202.72,16,2,5,12.85,0.26,469,2,697.0,2170.59,20,227.82,-0.11,0,0,0,0,0,612.1,0.09,0
240.46,13,6,4,21.81,3.76,617,2,668.0,1500.0,28,146.63,0.64,1,1,0,0,0,564.75,0.16,0
123.81,14,1,8,25.72,1.99,318,1,782.0,5785.36,26,112.29,0.1,1,1,0,0,0,513.41,0.02,0
156.03,10,2,2,251.03,6.78,440,2,589.0,10688.52,29,129.06,0.21,0,2,0,0,0,171.3,0.01,0
3953.94,15,3,1,341.49,12.9,313,1,,1500.0,19,4660.22,-0.15,1,0,0,0,0,1386.46,2.63,0
20.4,16,5,3,113.94,10.44,416,2,811.0,3169.85,18,19.21,0.06,0,3,0,0,0,27.26,0.01,0
339.5,15,3,2,20.23,22.09,441,1,605.0,4353.11,28,492.96,-0.31,1,3,0,0,0,441.88,0.08,0
33.23,13,6,1,80.78,2.64,444,2,618.0,5972.61,32,24.17,0.36,1,2,0,0,0,18.44,0.01,0
88.72,17,6,2,33.9,4.28,449,1,,1842.21,26,83.81,0.06,0,1,0,0,0,94.01,0.05,0
102.89,12,2,2,280.23,0.48,1011,1,730.0,3243.99,22,152.03,-0.32,1,2,0,0,0,128.25,0.03,0
363.11,8,4,1,221.79,0.89,510,1,651.0,5088.39,25,442.07,-0.18,1,1,1,0,0,255.24,0.07,0
25.42,16,1,2,31.7,,736,2,,11255.18,23,32.5,-0.21,0,0,0,0,0,18.48,0.0,0
90.26,12,3,2,31.12,8.73,530,1,701.0,4731.54,21,106.69,-0.15,1,2,0,0,0,66.33,0.02,0
32.87,15,0,5,9.78,8.55,615,3,662.0,5109.5,28,21.15,0.53,1,0,0,1,0,90.07,0.01,0
71.46,11,3,1,100.14,2.3,803,2,632.0,2413.32,24,100.93,-0.29,1,2,1,0,0,35.9,0.03,0
128.4,11,2,2,6.39,22.04,352,3,676.0,1901.85,27,175.73,-0.27,0,3,0,0,0,132.95,0.07,0
277.65,12,4,4,13.21,35.16,1133,2,559.0,5231.92,30,393.72,-0.29,1,0,0,1,0,605.1,0.05,0
100.0,3,0,8,22.91,18.81,187,4,493.0,1548.4,17,28.31,2.45,0,0,4,1,1,931.1,0.06,1
31.48,8,0,3,214.19,2.04,391,3,634.0,3687.89,27,23.41,0.33,1,3,1,0,0,63.35,0.01,0
49.75,14,5,2,19.03,0.48,347,1,721.0,1994.75,24,68.74,-0.27,0,3,0,0,0,35.36,0.02,0
130.24,15,4,4,1.0,0.6,845,1,654.0,5635.28,35,82.85,0.57,0,2,0,0,0,158.27,0.02,0
44.64,8,3,3,73.75,4.79,364,3,782.0,2026.7,30,64.22,-0.3,1,0,0,0,0,91.05,0.02,0
63.78,12,3,10,84.77,11.72,256,1,807.0,2575.29,34,72.61,-0.12,0,0,1,0,0,197.38,0.02,0
75.65,9,0,3,88.24,0.65,752,1,725.0,4470.87,17,98.37,-0.23,0,2,0,0,0,88.51,0.02,0
106.94,17,5,2,136.11,2.95,920,2,620.0,9566.84,31,123.64,-0.13,1,1,0,0,0,64.17,0.01,0
84.03,10,0,3,72.96,0.22,392,2,554.0,2780.07,23,44.5,0.87,1,3,0,0,0,126.11,0.03,0
306.73,7,6,3,44.56,4.9,369,2,584.0,1500.0,18,413.63,-0.26,1,0,0,0,0,631.92,0.2,0
20.74,13,1,5,21.32,10.46,445,2,581.0,2085.02,26,18.25,0.13,0,0,1,1,0,47.39,0.01,0
65.11,15,3,6,185.81,6.24,373,1,662.0,3440.83,33,35.45,0.81,1,3,1,0,0,211.07,0.02,0
22.47,12,6,4,1.44,42.69,383,2,631.0,3696.2,28,24.99,-0.1,1,1,1,0,0,38.19,0.01,0
218.3,11,4,2,99.94,0.74,859,1,738.0,2503.74,22,292.71,-0.25,0,0,0,0,1,289.1,0.09,0
250.96,11,3,6,31.65,3.7,1509,3,784.0,4629.18,24,375.71,-0.33,1,0,0,0,0,805.53,0.05,0
233.58,16,2,4,65.77,21.19,624,2,609.0,1509.44,18,287.96,-0.19,0,0,0,0,1,565.88,0.15,0
293.79,11,4,3,44.9,14.64,1029,1,669.0,3116.57,30,301.65,-0.03,1,0,0,0,0,445.22,0.09,0
214.26,6,4,2,14.14,3.99,715,2,656.0,4930.09,19,259.13,-0.17,1,0,0,0,0,281.63,0.04,0
122.59,15,3,8,94.69,0.0,251,2,746.0,9627.69,26,99.13,0.23,1,0,0,0,0,444.52,0.01,0
143.19,10,5,0,75.56,6.67,755,1,655.0,3206.82,28,151.0,-0.05,1,2,0,0,0,0.0,0.04,0
34.41,16,6,1,441.06,6.47,732,1,532.0,7544.72,27,49.72,-0.3,1,1,0,0,1,15.3,0.0,0
137.11,15,5,4,270.98,15.55,573,1,740.0,5619.53,28,116.72,0.17,1,0,1,0,0,267.16,0.02,0
136.58,9,2,3,7.06,0.23,593,1,682.0,4842.58,36,84.84,0.6,0,3,0,0,0,205.84,0.03,0
32.4,8,0,7,59.95,1.6,701,1,718.0,7978.61,29,22.47,0.42,1,3,0,0,0,85.25,0.0,0
11.17,11,4,2,66.05,7.23,298,1,559.0,1500.0,25,6.06,0.72,0,0,0,0,0,9.75,0.01,0
222.32,14,2,3,369.05,0.79,669,2,670.0,6376.53,22,220.78,0.01,0,1,1,0,0,386.74,0.03,0
194.14,11,5,3,348.27,3.67,176,1,605.0,8673.29,31,128.73,0.5,0,2,0,0,0,292.38,0.02,0
15.97,11,0,0,30.59,26.93,768,1,605.0,3529.05,21,11.26,0.38,1,2,0,0,0,0.0,0.0,0
270.02,9,2,0,29.34,2.2,483,1,639.0,4806.79,28,313.86,-0.14,0,2,1,1,0,0.0,0.06,0
170.96,12,6,2,44.32,4.26,597,1,549.0,4179.35,17,152.07,0.12,0,3,0,0,0,153.06,0.04,0
13.77,7,1,11,145.81,4.06,876,3,689.0,4187.73,23,9.75,0.37,1,3,0,0,0,75.49,0.0,0
535.16,6,3,4,62.77,4.07,469,1,745.0,3542.73,26,593.08,-0.1,1,3,0,0,0,1242.24,0.15,0
109.92,10,0,2,37.82,10.03,306,2,612.0,5209.05,36,136.86,-0.2,1,1,0,0,0,159.65,0.02,0
249.17,17,2,4,7.26,9.39,811,1,722.0,2909.25,24,337.32,-0.26,1,1,0,0,0,343.11,0.09,0
15.26,9,5,3,,2.41,880,2,614.0,10303.97,24,20.7,-0.25,0,0,0,0,0,23.67,0.0,0
26.38,8,1,2,10.32,6.04,511,1,639.0,1950.58,25,25.65,0.03,1,0,0,0,0,36.93,0.01,0
35.17,8,0,3,213.0,34.59,191,2,714.0,2143.11,33,45.59,-0.22,1,1,0,0,0,81.39,0.02,0
36.57,16,5,3,10.84,7.55,289,1,622.0,1839.94,33,31.91,0.14,1,1,0,0,0,80.08,0.02,0
103.66,12,6,4,52.26,0.89,526,1,806.0,2886.03,29,154.99,-0.33,0,3,0,0,0,311.85,0.04,0
388.21,14,4,4,60.37,1.69,476,2,731.0,1500.0,29,318.16,0.22,1,2,0,0,0,1006.36,0.26,0
257.6,14,1,2,9.49,12.0,313,2,613.0,3889.22,17,158.18,0.62,1,1,1,0,0,320.82,0.07,0
104.61,16,4,3,19.54,1.58,829,3,656.0,2051.23,18,109.38,-0.04,1,0,1,0,0,223.35,0.05,0
372.82,13,1,2,201.87,0.53,347,2,638.0,3324.0,26,191.62,0.94,1,3,0,0,0,277.66,0.11,0
163.98,10,6,15,6.57,14.18,178,4,372.0,1000.0,8,49.1,2.29,0,2,4,0,1,2342.32,0.16,1
9.89,8,0,2,11.4,4.18,862,3,613.0,2923.23,20,5.21,0.75,0,0,0,1,0,15.44,0.0,0
7.8,16,5,4,457.03,0.22,714,2,,4107.76,23,4.42,0.62,1,3,0,0,0,21.21,0.0,0
17.27,12,5,3,340.17,12.65,1056,1,786.0,2576.65,29,16.85,0.02,1,1,0,0,0,36.18,0.01,0
39.52,11,0,3,263.42,7.25,1131,3,625.0,2498.12,29,39.47,0.0,1,0,1,0,0,91.77,0.02,0
156.8,10,4,1,227.11,7.99,885,1,811.0,1500.0,33,133.44,0.17,1,2,0,0,0,56.78,0.1,0
544.75,13,0,1,43.8,5.52,357,2,699.0,2564.24,24,462.49,0.18,0,0,0,0,0,315.21,0.21,0
110.35,14,4,7,146.16,9.29,510,1,545.0,6324.73,20,77.81,0.41,1,0,0,0,0,350.18,0.02,0
50.73,11,0,1,202.4,17.34,1166,3,731.0,1789.95,22,27.21,0.83,1,3,0,0,0,37.79,0.03,0
1178.04,7,3,5,188.08,12.53,1038,3,610.0,3586.52,34,1714.01,-0.31,0,3,1,0,0,3965.0,0.33,0
240.89,17,1,5,76.4,0.15,836,2,687.0,6018.36,30,309.12,-0.22,0,0,0,0,0,536.97,0.04,0
126.27,12,3,5,351.89,7.28,955,2,661.0,2874.75,21,158.43,-0.2,0,1,0,0,0,487.92,0.04,0
141.69,16,0,2,51.36,6.0,626,1,803.0,1500.0,40,117.99,0.2,0,3,0,0,0,92.28,0.09,0
63.26,9,4,3,3.64,,793,3,850.0,5731.84,23,45.28,0.39,1,3,1,0,0,148.03,0.01,0
159.26,14,6,4,146.75,3.07,523,1,669.0,2703.35,23,136.83,0.16,1,0,0,0,0,408.32,0.06,0
65.37,8,4,1,155.32,1.83,468,1,768.0,3305.01,19,75.99,-0.14,1,0,1,0,0,45.49,0.02,0
142.93,8,1,7,10.76,10.95,666,1,691.0,2847.98,26,99.43,0.43,1,1,0,0,0,529.33,0.05,0
196.11,12,1,3,81.13,7.9,477,2,706.0,3311.84,22,109.05,0.79,1,1,0,0,0,177.17,0.06,0
207.0,9,3,6,17.2,22.12,248,2,687.0,5742.59,29,125.08,0.65,0,1,0,0,0,884.03,0.04,0
54.13,8,0,2,31.54,1.37,430,3,805.0,5002.98,31,33.75,0.59,1,3,0,0,0,82.89,0.01,0
101.02,17,1,3,104.35,16.27,406,2,650.0,2425.36,27,131.82,-0.23,1,1,1,0,0,204.35,0.04,0
49.43,15,3,2,227.99,6.1,612,2,621.0,1500.0,23,45.59,0.08,0,0,0,0,0,38.16,0.03,0
922.87,13,0,6,19.17,133.3,77,6,508.0,3082.74,10,160.67,4.71,1,3,1,0,1,5236.95,0.3,1
496.36,20,4,6,353.5,10.14,874,2,799.0,7991.46,25,699.42,-0.29,1,3,1,0,0,1871.49,0.06,0
75.94,18,4,1,61.88,3.8,465,1,771.0,4883.32,29,92.0,-0.17,0,0,0,0,0,30.67,0.02,0
1055.21,13,0,2,240.49,11.0,1020,2,603.0,1700.68,32,1206.63,-0.13,1,1,0,0,0,933.47,0.62,0
67.03,10,5,4,114.37,3.62,674,2,823.0,2729.47,29,80.26,-0.16,1,0,0,0,1,127.24,0.02,0
746.89,4,6,8,17.25,13.18,89,4,593.0,1140.37,12,153.02,3.86,0,3,2,0,0,5957.18,0.65,1
98.86,17,5,4,302.07,2.62,346,1,628.0,7071.68,27,133.44,-0.26,0,0,0,0,0,292.94,0.01,0
86.15,15,2,5,307.29,36.92,1246,2,682.0,1500.0,34,55.65,0.54,1,1,0,0,0,204.67,0.06,0
149.65,14,2,6,140.2,7.08,839,1,759.0,1982.35,17,114.11,0.31,1,3,1,0,0,360.05,0.08,0
232.58,14,5,11,131.53,16.94,311,1,642.0,2241.31,29,159.66,0.45,1,2,0,0,0,1960.99,0.1,0
414.4,10,4,1,11.77,7.14,354,1,752.0,2086.04,19,406.9,0.02,0,1,0,0,0,250.09,0.2,0
127.36,12,1,2,40.56,2.27,944,1,645.0,7859.23,34,136.63,-0.07,1,0,0,0,0,198.65,0.02,0
37.35,12,1,2,187.34,8.12,208,1,658.0,5896.18,31,27.95,0.32,1,1,0,0,0,55.44,0.01,0
62.79,10,4,2,244.86,15.65,464,1,834.0,3338.16,29,78.41,-0.2,0,0,0,0,0,85.64,0.02,0
99.04,14,6,5,8.84,0.57,454,1,598.0,2933.11,19,138.34,-0.28,0,1,0,0,1,359.12,0.03,0
45.23,17,6,7,300.66,0.75,758,1,609.0,2232.68,33,32.41,0.38,1,0,0,0,0,217.94,0.02,0
820.72,9,6,1,68.61,1.47,93,1,779.0,4667.15,17,989.98,-0.17,1,2,0,0,0,339.59,0.18,0
563.69,10,4,2,156.05,,488,1,639.0,2091.49,26,638.38,-0.12,0,1,0,0,0,803.92,0.27,0
75.24,10,2,4,68.32,11.87,538,3,507.0,22854.23,28,97.66,-0.23,1,1,0,0,0,236.54,0.0,0
29.87,21,1,2,332.53,1.22,484,2,673.0,1599.15,30,41.78,-0.28,0,1,0,0,0,36.46,0.02,0
120.56,14,4,5,457.86,0.04,568,1,717.0,3779.5,24,92.75,0.3,1,0,0,0,0,242.52,0.03,0
114.21,15,1,7,199.29,,458,1,660.0,2031.9,16,168.42,-0.32,1,2,1,0,0,504.02,0.06,0
497.22,15,0,12,0.5,83.68,232,3,327.0,2867.84,12,100.17,3.92,1,3,3,1,0,3913.47,0.17,1
106.92,20,5,7,67.05,9.22,639,1,669.0,1818.18,17,154.91,-0.31,0,3,0,0,1,496.07,0.06,0
272.91,12,0,1,22.24,21.6,199,2,763.0,2202.32,30,310.79,-0.12,0,2,0,0,0,134.12,0.12,0
23.86,8,3,3,179.32,8.93,550,2,636.0,4055.75,29,14.57,0.6,1,3,0,0,1,26.39,0.01,0
15.26,11,3,4,153.83,3.6,621,1,774.0,2085.07,21,12.78,0.18,0,2,0,0,0,22.25,0.01,0
378.65,9,1,3,58.76,0.27,718,1,620.0,9988.22,31,227.07,0.66,1,0,0,0,0,756.56,0.04,0
94.21,10,0,2,75.8,2.52,966,1,683.0,3498.07,29,96.01,-0.02,0,3,0,1,0,114.78,0.03,0
414.0,20,5,4,244.61,10.57,313,2,651.0,4974.16,22,324.46,0.28,1,0,0,0,0,589.92,0.08,0
594.0,13,1,5,1.0,5.33,884,1,664.0,6988.83,27,587.86,0.01,0,1,0,0,0,1431.52,0.08,0
19.39,12,3,2,230.5,6.0,193,1,800.0,4141.76,31,21.09,-0.08,0,0,0,0,0,22.55,0.0,0
32.4,17,0,3,28.13,18.12,648,1,528.0,2849.95,28,19.54,0.63,0,1,0,0,1,40.55,0.01,0
162.45,14,6,2,145.43,8.35,788,3,841.0,15173.63,21,108.41,0.49,0,1,0,0,0,165.17,0.01,0
72.31,16,1,1,274.52,1.1,454,2,735.0,13905.79,28,71.68,0.01,0,1,0,0,0,56.86,0.01,0
18.81,8,1,3,87.62,16.05,470,2,526.0,1500.0,23,13.23,0.39,1,3,0,0,0,18.05,0.01,0
42.26,8,2,0,292.11,11.26,390,2,691.0,,20,54.25,-0.22,1,2,1,0,0,0.0,0.01,0
373.93,6,1,10,88.04,10.42,522,1,800.0,5145.06,26,333.09,0.12,0,1,0,0,0,1985.94,0.07,0
51.13,10,1,3,79.35,40.77,297,1,748.0,1662.29,17,60.72,-0.16,0,0,0,0,1,95.68,0.03,0
229.43,14,6,4,36.36,6.44,629,2,764.0,6196.92,17,238.71,-0.04,1,3,0,0,0,400.03,0.04,0
66.98,10,6,6,70.55,13.32,119,1,850.0,8841.82,26,64.53,0.04,1,0,0,0,0,188.03,0.01,0
43.47,17,0,5,158.4,1.17,657,1,601.0,2506.05,23,25.05,0.71,1,2,0,0,0,81.01,0.02,0
113.14,22,3,3,34.99,0.4,354,2,676.0,1500.0,26,153.17,-0.26,1,1,1,0,0,229.54,0.08,0
37.44,14,6,7,100.14,7.45,1027,1,814.0,2695.47,31,19.89,0.84,1,1,0,1,0,162.33,0.01,0
22.17,11,1,6,19.95,14.67,617,2,548.0,3608.41,27,18.26,0.2,1,1,0,0,0,72.03,0.01,0
65.91,7,6,3,147.05,14.58,548,1,798.0,3296.23,28,85.93,-0.23,1,0,0,0,0,120.43,0.02,0
38.33,11,1,2,105.09,13.47,370,1,647.0,2490.08,28,29.76,0.28,0,1,0,0,0,26.22,0.02,0
23.69,15,2,5,11.02,28.94,510,1,596.0,2296.09,29,28.59,-0.17,0,1,0,0,0,59.45,0.01,0
16.71,12,4,1,224.94,17.7,321,3,708.0,2950.31,29,23.83,-0.29,1,2,0,0,0,5.7,0.01,0
663.81,4,1,8,13.36,90.93,149,3,574.0,3056.93,16,238.0,1.78,1,3,3,0,0,2790.45,0.22,1
259.3,11,6,7,1.33,10.28,1009,1,545.0,1500.0,35,286.5,-0.09,0,0,0,0,0,856.51,0.17,0
32.02,8,4,1,145.73,9.08,358,1,725.0,4298.14,24,40.41,-0.2,1,0,0,0,0,14.67,0.01,0
58.37,13,2,2,110.6,7.91,486,1,592.0,2140.87,29,51.75,0.13,1,1,0,0,0,36.31,0.03,0
124.36,15,6,3,21.27,0.32,484,3,776.0,2598.01,26,83.71,0.48,1,2,0,0,0,286.24,0.05,0
255.58,16,4,1,41.14,9.47,444,1,616.0,,22,276.51,-0.08,1,1,0,0,0,176.24,0.08,0
1309.71,12,6,3,90.71,0.65,471,2,756.0,4451.39,24,1674.09,-0.22,0,3,0,0,1,2683.94,0.29,0
722.82,10,4,3,,2.57,884,3,839.0,4233.7,23,842.58,-0.14,1,2,0,0,0,773.38,0.17,0
74.42,11,2,2,105.54,2.91,341,2,678.0,2510.96,28,52.52,0.41,0,0,0,0,0,52.07,0.03,0
210.6,13,3,2,156.36,3.39,212,1,742.0,5498.99,20,225.04,-0.06,1,3,0,0,0,267.67,0.04,0
12.83,12,3,6,15.29,0.42,449,1,552.0,1618.31,18,18.7,-0.3,0,0,1,0,0,55.63,0.01,0
1043.66,15,4,4,,9.07,704,1,772.0,3818.5,24,648.53,0.61,1,1,0,0,0,2173.81,0.27,0
47.32,11,1,4,177.36,3.43,739,3,755.0,5594.19,23,52.51,-0.1,0,0,0,0,0,131.01,0.01,0
184.84,14,2,5,44.95,15.42,916,2,664.0,7911.61,21,220.51,-0.16,1,0,0,0,0,595.12,0.02,0
11.13,7,2,5,279.72,8.85,348,2,571.0,9260.03,29,11.28,-0.01,1,0,0,0,0,38.06,0.0,0
71.75,18,1,6,137.86,0.65,433,2,645.0,1500.0,28,59.02,0.21,1,0,1,0,0,210.09,0.05,0
93.56,10,2,4,,6.28,636,1,655.0,4196.49,30,136.06,-0.31,1,0,0,0,0,135.82,0.02,0
180.4,6,0,3,153.31,12.51,809,3,551.0,3079.54,28,217.95,-0.17,0,2,0,0,1,404.32,0.06,0
6.72,7,1,2,43.37,1.07,619,1,737.0,3055.57,30,4.05,0.53,0,1,0,0,0,10.7,0.0,0
863.94,11,3,2,14.43,4.29,573,2,805.0,1998.33,27,999.5,-0.14,1,0,0,0,0,568.25,0.43,0
75.72,14,2,6,159.27,11.27,1062,3,734.0,2925.07,26,55.76,0.35,1,0,0,0,0,316.4,0.03,0
32.92,9,4,3,111.54,3.33,405,3,,2593.24,22,42.85,-0.23,0,0,0,1,0,47.53,0.01,0
67.53,11,0,2,104.74,16.07,476,1,687.0,2695.01,21,60.74,0.11,1,1,0,0,0,73.93,0.03,0
70.5,11,2,3,53.51,10.55,479,1,675.0,2602.0,25,77.98,-0.09,1,1,0,1,0,123.77,0.03,0
364.98,10,0,6,117.76,0.45,436,2,567.0,3648.31,22,296.22,0.23,1,2,1,0,0,1670.26,0.1,0
161.07,9,6,11,30.83,301.47,100,6,522.0,3675.03,12,45.03,2.52,0,1,3,0,0,1742.74,0.04,1
62.62,7,0,7,,8.71,773,1,790.0,1956.59,20,74.2,-0.15,0,0,0,0,0,139.47,0.03,0
77.01,10,1,6,61.22,11.43,1289,2,631.0,3706.23,23,69.46,0.11,1,3,0,0,0,359.56,0.02,0
80.45,9,3,4,46.73,12.67,692,1,716.0,4747.29,29,84.55,-0.05,0,0,0,0,0,105.55,0.02,0
11.81,13,4,2,187.15,1.47,617,1,850.0,3214.3,22,17.29,-0.3,1,0,0,0,0,9.04,0.0,0
17.47,8,1,1,42.16,0.91,369,1,501.0,3392.22,25,19.13,-0.08,1,1,0,0,0,12.25,0.01,0
77.24,14,4,3,8.26,11.52,833,1,715.0,4549.25,22,56.65,0.36,0,0,0,0,0,152.37,0.02,0
406.03,8,2,3,18.13,15.06,918,2,,2731.47,32,492.38,-0.18,0,1,0,0,0,843.57,0.15,0
142.57,11,3,7,129.23,0.83,450,1,609.0,1853.06,21,130.64,0.09,0,0,1,0,0,511.88,0.08,0
50.67,6,5,1,100.3,17.46,1011,3,777.0,1616.05,26,59.5,-0.15,1,1,1,0,0,25.26,0.03,0
19768.84,0,3,10,1.7,31.66,179,2,546.0,3297.15,10,2026.23,8.75,0,3,1,1,1,219652.82,5.99,1
220.12,12,2,1,22.79,7.56,635,2,768.0,6364.15,27,192.37,0.14,0,1,0,0,0,117.79,0.03,0
50.17,11,1,5,59.64,11.55,914,1,570.0,1891.99,27,51.53,-0.03,1,1,0,0,0,138.52,0.03,0
239.9,12,4,1,132.72,33.45,860,1,635.0,8945.27,36,331.45,-0.28,1,3,0,0,0,75.15,0.03,0
135.71,14,1,0,166.38,1.58,383,2,736.0,1747.49,22,97.73,0.38,1,1,0,0,0,0.0,0.08,0
15.78,11,1,3,26.67,0.39,157,2,608.0,5562.23,20,15.79,-0.0,1,0,0,0,0,20.99,0.0,0
156.15,18,4,5,52.66,3.34,758,2,825.0,4058.77,29,211.37,-0.26,0,1,1,0,0,319.91,0.04,0
326.2,12,2,2,103.11,3.23,222,1,548.0,3710.47,21,344.43,-0.05,0,2,0,0,0,417.67,0.09,0
121.58,15,4,4,122.52,2.88,463,2,598.0,3441.81,22,141.44,-0.14,0,0,0,0,1,156.31,0.04,0
80.27,10,6,2,200.04,0.17,1645,1,708.0,8422.65,23,61.13,0.31,1,3,0,0,0,66.83,0.01,0
413.76,13,1,6,53.43,10.73,275,1,655.0,3426.69,28,246.77,0.67,1,2,0,1,0,1153.13,0.12,0
48.92,22,0,0,61.72,11.65,508,2,606.0,4250.49,23,66.84,-0.26,1,1,0,0,0,0.0,0.01,0
133.61,15,3,4,73.66,4.37,287,3,711.0,2174.11,31,138.99,-0.04,1,2,0,0,1,167.86,0.06,0
313.04,11,6,3,191.75,3.61,686,2,642.0,4246.47,27,211.34,0.48,1,0,1,0,0,434.24,0.07,0
114.29,8,2,2,341.89,2.55,773,1,764.0,1597.61,33,159.2,-0.28,1,0,0,0,0,157.15,0.07,0
207.56,21,0,7,35.14,4.88,1137,2,614.0,1655.67,23,170.03,0.22,1,3,0,0,0,944.11,0.13,0
31.58,11,1,4,75.56,0.48,487,2,,1500.0,21,43.27,-0.26,0,0,0,0,0,84.0,0.02,0
2143.97,13,2,3,39.43,4.69,566,2,700.0,4317.32,23,2403.43,-0.11,0,0,0,1,0,4073.11,0.5,0
14.33,14,4,3,12.81,17.79,984,1,665.0,4234.46,24,12.79,0.11,1,0,0,0,0,32.56,0.0,0
60.83,9,4,3,20.04,13.59,443,1,693.0,3709.56,26,51.13,0.19,1,0,0,0,0,94.34,0.02,0
16.86,11,4,1,570.21,7.58,617,3,661.0,7428.72,29,19.12,-0.11,1,2,0,0,0,7.31,0.0,0
192.39,16,5,2,245.12,5.75,425,1,683.0,2271.97,20,204.41,-0.06,1,3,0,0,0,118.59,0.08,0
46.89,9,6,4,44.65,,535,1,790.0,5733.84,23,66.37,-0.29,1,2,1,0,0,146.13,0.01,0
186.71,9,1,3,277.56,1.53,490,2,630.0,6478.66,27,200.26,-0.07,1,0,0,0,0,203.29,0.03,0
363.25,14,2,1,62.34,2.16,434,1,757.0,4701.4,13,356.45,0.02,1,2,0,0,0,268.03,0.08,0
192.94,13,2,5,20.36,27.39,700,1,729.0,1740.39,18,262.8,-0.26,1,1,0,0,0,477.67,0.11,0
115.61,9,6,3,16.66,3.5,689,2,553.0,3334.85,25,73.4,0.57,1,2,0,0,0,212.84,0.03,0
208.89,18,6,1,183.58,,391,2,632.0,2458.09,21,156.81,0.33,0,0,0,0,0,84.09,0.08,0
80.22,10,1,4,102.24,8.69,558,2,666.0,1576.14,21,101.28,-0.21,1,2,0,0,0,187.21,0.05,0
247.58,12,5,6,49.73,0.41,262,3,690.0,11145.11,30,278.53,-0.11,0,0,1,0,0,829.66,0.02,0
72.6,15,1,3,42.53,8.81,618,2,711.0,9654.5,23,50.92,0.42,1,0,0,0,0,80.9,0.01,0
378.38,6,3,9,9.71,5.63,420,3,577.0,6333.43,23,550.62,-0.31,1,3,0,0,1,1110.49,0.06,0
39.22,14,1,3,48.35,4.48,987,1,636.0,9304.68,29,20.2,0.9,1,3,0,0,0,54.0,0.0,0
117.81,1,5,11,4.1,93.65,64,2,629.0,2270.55,14,30.15,2.81,0,3,3,0,0,903.36,0.05,1
62.38,14,0,2,149.42,2.1,833,3,692.0,4978.41,21,86.75,-0.28,1,0,0,0,0,73.69,0.01,0
78.46,12,4,1,1.0,21.97,412,1,676.0,3074.13,29,106.65,-0.26,1,3,0,0,1,32.97,0.03,0
69.87,22,0,5,28.61,6.1,661,1,744.0,2291.12,25,73.08,-0.04,0,1,1,0,0,179.84,0.03,0
9.97,16,0,2,48.62,5.57,541,2,544.0,2187.36,23,6.84,0.4,0,1,0,0,0,13.39,0.0,0
393.86,16,2,4,120.55,3.45,825,1,641.0,1500.0,23,530.7,-0.26,1,1,0,0,0,741.75,0.26,0
121.41,21,5,2,225.76,1.73,645,3,624.0,3120.24,21,120.23,0.01,1,1,1,0,0,151.11,0.04,0
148.26,17,0,4,55.66,13.24,601,2,710.0,4491.9,25,101.0,0.46,1,1,0,0,0,180.79,0.03,0
242.89,12,1,5,1.14,9.64,992,1,704.0,1709.03,17,232.4,0.04,1,2,0,0,0,396.53,0.14,0
128.33,7,6,4,251.09,2.24,469,3,714.0,2505.54,17,117.33,0.09,1,0,0,0,0,254.13,0.05,0
22.95,15,6,3,54.36,8.37,536,2,568.0,4951.41,19,34.08,-0.32,0,3,0,0,0,21.81,0.0,0
259.12,10,0,2,9.75,9.06,748,2,638.0,3415.05,24,300.78,-0.14,1,1,0,0,0,395.94,0.08,0
69.68,21,1,2,279.4,11.38,489,1,584.0,6441.75,32,67.95,0.02,1,3,0,0,0,106.42,0.01,0
8.37,8,4,6,37.18,8.35,381,1,799.0,1500.0,19,8.5,-0.01,1,1,0,0,0,24.33,0.01,0
530.32,12,1,2,236.2,3.39,538,2,555.0,4488.57,27,478.61,0.11,1,0,0,0,0,413.11,0.12,0
124.02,9,2,5,1.0,0.25,518,2,721.0,1586.56,24,179.19,-0.31,1,1,0,0,0,317.82,0.08,0
36.07,15,2,4,27.22,12.42,265,1,676.0,1500.0,14,48.41,-0.25,0,1,0,0,0,84.11,0.02,0
434.15,16,3,0,177.61,2.88,592,1,666.0,1500.0,20,382.28,0.14,1,1,1,0,1,0.0,0.29,0
30.54,11,3,5,155.41,1.56,391,1,795.0,3427.9,25,42.75,-0.28,1,1,0,0,0,78.07,0.01,0
56.48,7,2,2,18.26,7.29,460,2,624.0,7320.29,21,34.53,0.62,1,1,1,0,0,88.16,0.01,0
124.93,14,3,3,322.47,4.83,380,1,687.0,9248.06,27,143.62,-0.13,0,0,0,0,0,164.1,0.01,0
20.38,20,4,5,337.03,3.03,1747,1,688.0,5493.14,27,18.37,0.1,0,1,1,0,0,52.18,0.0,0
43.42,8,0,3,39.13,7.24,130,2,778.0,3297.27,22,50.36,-0.14,1,0,0,0,0,73.98,0.01,0
68.68,9,4,4,432.29,16.43,659,1,701.0,2191.6,25,98.8,-0.3,0,0,0,0,0,146.32,0.03,0
