uso_dados_gb,minutos_voz,chamadas_suporte,num_produtos,tempo_contrato_meses,tipo_plano,metodo_pagamento,mensalidade_reais,atraso_pagamento_dias,tem_desconto,idade,regiao,tem_dependentes,nps_score,churn
36.51,134,0,2,30,1,3,114.25,0,0,44,1,0,9,0
47.42,273,3,1,62,2,1,88.29,1,0,29,3,1,-1,0
87.7,800,1,2,45,2,0,108.47,0,0,23,1,0,0,0
4.39,136,2,2,44,1,2,103.9,0,1,63,1,0,10,0
1.61,130,0,2,35,3,3,226.23,0,0,55,4,1,-1,0
33.49,211,0,2,58,2,2,104.69,0,0,60,3,0,-1,0
12.44,381,3,3,68,1,2,122.11,0,1,25,1,1,-1,0
6.4,52,2,1,51,2,3,102.03,0,0,54,2,1,3,0
21.89,87,5,3,3,3,1,245.73,0,0,23,4,0,6,0
14.02,800,2,4,4,2,3,122.14,0,0,59,3,0,-1,0
7.24,759,1,1,36,0,3,58.79,0,1,62,3,0,2,0
18.8,403,5,3,60,1,2,109.75,0,0,74,3,0,-1,0
31.6,455,4,1,44,1,0,96.54,0,0,46,1,0,-1,0
23.1,215,1,1,1,1,1,106.9,1,1,55,0,0,7,1
23.24,224,2,1,11,2,3,75.76,0,0,58,3,1,9,0
28.64,207,1,4,67,2,1,143.19,0,0,31,3,0,6,0
5.19,130,9,1,44,1,0,104.51,0,0,20,3,0,-1,1
19.28,108,0,4,42,2,0,136.14,0,0,67,3,1,-1,0
24.34,306,0,3,3,1,2,127.8,1,0,42,0,1,-1,0
14.84,114,6,4,21,1,3,144.86,0,0,65,1,1,7,1
10.34,171,1,2,33,2,1,89.28,0,0,66,3,1,6,0
11.06,263,2,1,49,3,2,219.67,0,1,25,1,0,10,0
15.88,95,0,2,55,2,2,94.92,0,0,44,3,1,4,0
41.74,693,2,4,16,1,2,135.72,1,1,18,1,1,10,0
68.15,151,3,1,63,1,1,107.02,0,1,72,0,0,10,0
57.9,257,0,4,31,1,1,157.92,1,1,29,3,0,6,0
5.76,339,0,1,58,1,1,96.67,0,0,61,4,0,-1,0
9.47,602,1,2,43,3,0,230.57,0,1,43,2,1,-1,0
33.99,566,0,3,7,2,1,121.6,0,0,26,3,0,6,0
56.86,505,2,3,2,2,0,111.29,1,1,25,4,0,2,0
9.27,129,2,1,1,3,1,215.25,0,1,47,1,0,10,0
23.26,156,3,3,20,1,1,122.09,0,1,55,1,0,-1,0
8.12,107,2,1,43,1,3,108.59,0,0,30,1,0,-1,0
25.06,363,1,2,18,1,3,104.18,0,0,36,3,1,7,1
12.0,153,3,2,38,3,3,224.67,0,0,27,0,0,7,0
23.25,92,6,4,8,2,0,137.5,0,0,47,2,0,-1,0
7.62,76,3,1,24,1,2,102.71,0,1,49,3,0,5,0
5.44,604,1,4,36,1,0,113.36,0,1,22,3,0,7,0
200.0,41,4,2,44,3,0,235.58,0,1,52,3,0,-1,0
21.23,800,1,1,52,1,3,108.45,0,0,46,0,1,4,0
110.8,490,0,1,43,1,2,124.44,0,1,59,2,0,6,0
67.17,133,4,2,40,2,3,103.57,0,0,39,1,0,6,0
5.43,198,4,2,29,1,3,93.75,1,0,22,4,0,1,0
26.83,261,0,3,49,2,2,115.58,2,0,70,4,0,10,0
7.13,246,0,2,53,2,0,114.96,0,0,64,3,0,-1,0
15.85,189,2,4,36,1,3,124.37,0,1,49,3,1,5,1
4.45,214,3,1,1,2,0,83.11,0,0,42,3,0,-1,0
5.7,618,3,1,14,2,1,91.0,0,1,44,3,0,-1,1
10.14,564,1,2,29,1,1,101.99,0,1,40,3,1,-1,0
12.98,514,0,4,27,1,1,123.09,0,1,54,4,0,4,0
20.72,477,7,1,6,2,2,89.79,0,1,38,3,0,10,0
8.77,133,5,1,22,1,1,106.37,1,0,25,0,0,-1,0
22.63,138,1,1,29,2,2,76.88,0,0,60,1,0,-1,0
49.83,220,3,1,32,2,0,74.21,0,0,47,1,1,-1,0
25.01,226,1,2,33,1,2,103.45,0,0,52,0,1,7,0
19.03,155,2,4,24,1,1,138.66,1,1,31,4,1,4,0
26.4,362,0,2,25,1,0,114.01,0,0,53,3,1,6,0
6.37,390,0,3,17,2,1,98.18,0,1,69,3,1,10,0
43.02,101,0,3,22,1,1,133.24,0,0,30,4,0,3,0
7.71,492,0,4,7,1,3,127.93,1,1,21,3,1,4,0
69.51,259,2,4,8,2,0,134.21,0,0,58,3,1,-1,0
37.21,356,4,3,66,1,0,129.27,2,0,40,1,1,-1,0
31.35,556,1,3,22,2,1,99.38,2,1,30,0,1,-1,0
32.46,450,5,4,14,2,2,112.93,1,0,61,3,1,-1,0
20.06,381,5,3,6,2,0,114.96,0,0,49,1,1,-1,0
10.71,499,1,3,58,3,1,235.34,0,0,50,1,0,-1,0
9.46,187,1,2,9,1,2,120.6,1,0,33,3,0,10,0
81.54,489,2,2,36,3,2,222.67,1,0,72,3,0,1,0
21.82,120,2,1,9,1,2,95.16,0,1,58,2,0,10,0
8.23,181,5,1,5,1,1,78.08,0,1,31,3,0,-1,0
30.37,69,0,1,1,2,2,97.8,0,0,63,4,0,10,0
26.42,640,1,1,3,1,2,102.32,1,0,34,1,0,-1,0
15.43,216,6,4,47,2,1,122.7,0,1,57,4,0,-1,0
9.79,162,0,3,68,3,0,247.83,0,0,32,4,0,-1,0
36.18,274,0,2,45,3,0,219.62,0,1,36,4,0,10,0
42.81,259,6,1,57,2,2,82.5,0,1,18,1,1,1,0
26.0,57,2,1,68,1,0,79.99,0,1,47,0,1,7,0
21.27,298,0,4,40,2,3,124.39,0,0,22,3,0,6,0
10.74,657,3,1,62,2,2,88.99,0,0,63,3,0,3,0
29.48,296,1,4,60,1,3,134.46,0,0,41,3,0,5,1
12.09,180,1,1,41,2,1,77.29,0,0,51,4,0,-1,0
7.26,213,1,1,43,1,2,105.91,1,0,34,0,0,-1,1
49.43,264,0,1,31,2,1,75.62,0,0,45,3,1,4,0
8.81,380,3,1,41,0,0,48.98,0,0,44,0,0,5,0
4.4,294,3,4,29,2,3,129.77,1,0,46,3,0,4,0
57.24,96,8,4,42,1,2,142.66,1,0,62,1,0,2,0
4.98,234,1,1,38,2,0,71.63,0,0,34,1,1,5,0
14.71,457,0,3,37,1,2,128.69,0,0,46,1,0,10,0
8.36,281,0,4,58,1,0,140.66,1,0,34,1,1,2,0
11.26,80,4,2,48,2,3,92.65,0,0,39,2,0,-1,0
119.02,199,1,2,71,2,1,103.4,0,0,34,3,0,10,0
18.52,144,3,4,23,2,3,128.73,0,1,50,0,0,-1,0
26.79,240,1,3,11,2,0,119.62,2,0,32,3,1,-1,0
37.8,292,3,1,67,2,1,82.85,1,1,22,2,0,-1,0
11.97,212,2,1,68,1,0,102.04,1,1,48,1,0,10,0
47.47,176,1,4,57,1,1,145.87,1,0,26,4,0,-1,0
27.13,635,3,4,27,2,0,118.29,0,1,63,3,1,7,0
36.71,167,0,4,37,0,0,105.33,1,1,63,4,0,0,0
11.25,241,1,1,19,3,0,213.48,0,0,36,0,0,-1,0
28.65,69,0,1,51,1,1,78.67,1,0,51,3,0,3,0
19.94,489,2,4,47,1,3,133.4,1,1,19,4,0,10,0
49.59,189,1,4,33,0,0,89.69,0,0,46,1,0,7,0
13.04,138,1,1,37,1,3,88.19,2,0,63,4,1,10,0
102.08,92,3,1,57,1,2,82.02,0,1,25,3,0,7,0
26.34,216,0,3,12,1,1,134.92,0,0,18,3,1,-1,0
18.17,638,0,2,62,2,2,91.78,0,1,59,4,0,-1,0
16.55,411,3,1,55,2,0,72.65,0,0,44,4,0,0,0
19.98,211,2,3,69,2,2,104.51,0,0,43,1,1,3,0
12.15,158,4,1,59,0,2,57.4,0,0,35,1,0,0,0
34.24,648,4,4,30,2,2,119.82,1,0,30,3,0,-1,0
19.89,133,4,4,47,3,3,246.41,0,0,49,1,1,-1,0
95.1,273,3,2,65,2,1,119.17,0,0,64,3,0,7,0
14.2,221,4,4,36,1,3,141.28,1,0,65,3,0,-1,0
18.24,733,1,2,62,1,1,101.28,1,0,26,3,0,10,0
14.19,221,0,1,53,0,1,56.45,0,1,46,1,1,-1,0
89.59,800,0,1,59,1,0,78.5,2,0,25,4,1,5,0
6.32,297,3,4,6,1,2,145.37,0,1,42,1,0,-1,0
21.65,99,0,3,57,1,2,122.28,0,0,68,3,1,6,0
25.8,502,0,3,63,2,0,117.08,0,0,22,1,1,10,0
8.15,698,0,1,40,2,1,75.01,0,0,57,1,0,3,1
166.43,285,1,3,12,2,2,112.23,2,0,57,4,0,-1,0
9.54,450,2,2,65,3,0,231.34,0,0,48,1,0,10,0
20.63,800,2,4,65,1,0,129.3,0,0,53,1,1,-1,0
77.26,389,1,2,4,2,3,111.44,0,0,56,1,0,9,0
14.88,82,1,4,60,1,2,140.34,2,1,61,4,1,6,0
22.53,125,5,4,67,2,2,135.89,1,0,31,1,0,-1,0
15.24,244,0,3,62,2,0,105.7,0,0,70,4,0,-1,0
19.25,207,0,3,16,2,0,125.15,0,0,30,3,0,-1,0
47.71,139,0,4,47,2,2,131.87,2,0,62,3,0,1,0
14.34,585,2,4,10,1,2,138.04,1,0,34,3,1,-1,0
2.4,193,0,2,26,2,0,95.31,0,0,35,4,1,2,0
19.56,800,4,2,17,2,3,107.51,2,1,32,1,1,-1,0
21.12,201,3,1,66,1,1,88.83,0,0,57,1,0,-1,0
23.48,399,0,2,42,1,2,101.35,4,0,60,1,1,-1,0
17.35,778,5,2,8,1,0,110.36,0,1,33,3,1,0,0
10.07,428,0,2,5,3,1,220.59,1,1,33,3,0,6,0
16.51,338,2,2,60,2,3,115.36,0,1,59,1,1,-1,0
82.45,499,1,3,57,1,0,132.18,5,0,38,0,0,-1,0
19.42,540,4,3,13,0,0,68.91,1,0,71,1,0,0,0
33.86,334,4,3,51,3,2,246.68,1,0,44,3,1,-1,0
8.78,351,0,3,69,2,2,109.39,0,0,56,0,0,-1,0
15.91,524,3,4,11,0,2,106.07,0,0,49,3,1,3,0
9.02,224,4,2,42,2,0,96.59,0,0,50,3,1,-1,0
56.54,139,2,3,27,1,0,126.88,0,1,45,3,0,-1,0
5.79,800,0,2,61,2,1,103.49,0,0,44,3,0,1,0
27.06,247,2,2,31,0,1,67.47,1,1,53,3,0,5,0
26.38,133,0,1,4,2,3,99.88,0,0,54,3,0,-1,0
25.05,351,1,3,17,1,2,142.17,0,0,26,3,0,1,0
3.08,76,4,4,60,0,3,86.24,0,0,36,3,0,-1,0
3.98,373,3,2,31,1,0,110.51,0,0,21,1,0,1,0
22.06,208,4,3,57,0,1,85.33,0,0,28,3,1,-1,0
9.6,62,1,1,15,2,3,74.41,0,0,47,2,1,-1,0
12.01,257,0,2,33,1,0,109.39,0,1,45,1,0,-1,0
14.3,127,0,4,70,1,0,136.28,0,0,66,3,0,10,0
8.65,287,0,4,15,2,1,121.7,1,0,35,3,0,8,0
7.54,197,0,2,11,1,1,116.72,0,0,37,3,1,5,0
20.08,130,0,1,46,2,1,77.65,0,0,61,1,0,-1,0
4.37,345,1,2,6,0,3,70.17,0,1,73,1,1,0,0
13.4,86,1,4,59,1,3,150.43,0,0,45,4,1,4,0
11.78,135,6,4,34,1,3,129.7,0,0,48,3,0,1,0
19.71,258,3,1,29,1,0,78.86,0,0,31,4,0,-1,0
135.6,237,0,2,1,1,2,112.3,0,0,30,3,1,10,0
9.16,173,4,4,45,2,1,135.8,0,0,24,0,0,7,0
27.8,132,1,4,23,1,1,156.43,1,0,40,3,0,9,0
23.97,130,2,4,61,2,3,135.58,1,0,22,0,0,-1,0
31.43,374,0,4,15,2,3,112.91,0,0,67,1,0,-1,0
16.93,272,2,1,48,0,3,64.45,1,1,47,3,1,6,0
63.64,478,0,2,64,1,2,120.95,0,1,71,1,0,-1,0
34.75,90,0,1,31,2,2,75.85,2,0,40,3,1,-1,0
35.2,378,1,3,7,1,1,113.05,0,0,68,3,0,0,0
6.48,240,2,3,48,2,0,118.78,0,0,21,1,1,-1,0
21.69,197,0,3,34,0,3,83.87,0,1,73,0,1,5,0
13.36,267,3,4,64,1,0,160.52,0,0,24,4,1,-1,0
10.08,284,0,3,31,1,0,118.26,0,0,33,4,0,-1,0
12.17,249,2,4,66,1,1,138.91,1,0,26,1,1,6,0
19.21,106,0,3,27,2,2,100.61,0,0,60,3,0,9,0
28.95,151,0,4,62,2,3,142.98,0,1,69,3,0,10,0
44.05,301,3,4,13,2,3,126.42,2,1,18,1,0,10,0
42.43,260,1,1,3,2,2,67.33,1,1,40,1,1,5,0
25.38,138,5,3,52,1,0,120.3,1,0,29,3,0,3,0
21.0,452,0,1,13,0,3,59.05,0,0,66,1,0,3,0
15.49,251,4,2,56,1,1,111.43,3,0,31,1,1,8,0
16.48,319,5,2,20,3,0,222.96,0,0,53,1,1,6,0
10.76,665,7,3,28,1,1,126.99,0,1,61,3,0,4,0
14.26,305,4,3,10,2,0,105.13,0,0,25,4,0,-1,0
26.66,183,0,2,4,0,1,55.39,0,0,55,3,1,5,0
68.87,70,4,3,71,1,1,115.01,1,0,40,4,0,8,0
17.82,105,2,3,48,0,2,86.4,0,0,32,1,0,8,0
10.53,95,0,2,45,1,2,113.9,0,0,18,3,0,-1,0
43.62,81,3,3,23,1,1,136.43,1,0,65,1,0,1,1
4.05,231,2,4,35,2,1,132.31,2,1,46,3,0,9,0
46.27,48,1,1,66,3,1,199.17,0,1,41,2,1,2,0
6.38,216,0,4,8,0,3,90.36,1,0,25,3,1,8,0
33.98,237,2,4,64,0,3,89.79,1,0,61,4,0,10,0
13.72,287,1,3,56,2,2,110.28,0,0,36,1,1,-1,0
25.96,353,5,2,23,2,1,82.78,1,0,74,3,0,3,0
106.33,307,0,3,56,1,1,136.43,0,0,61,4,0,-1,0
10.28,373,2,1,70,1,1,100.1,0,0,70,3,1,0,0
9.02,134,2,2,20,2,1,115.26,1,1,30,0,0,8,0
21.38,161,6,3,67,3,2,250.36,0,1,64,2,1,8,0
68.05,800,1,4,27,0,0,111.63,3,1,22,1,1,-1,1
23.18,462,0,1,19,1,3,101.26,0,0,28,3,0,-1,0
20.82,502,0,1,18,0,2,57.86,1,0,22,2,0,-1,1
22.99,81,1,1,51,3,2,223.08,0,0,56,0,1,-1,0
8.99,559,1,3,32,2,1,110.56,1,0,24,3,1,6,0
23.18,64,1,3,62,1,0,119.58,0,0,43,0,0,10,0
14.67,72,3,4,2,1,1,151.54,0,0,38,2,1,5,0
57.86,434,6,3,24,2,1,129.07,0,0,47,3,0,8,0
38.03,729,1,3,38,1,1,123.48,0,0,67,1,1,10,0
6.97,102,2,1,35,1,2,96.97,2,1,48,4,1,-1,0
16.01,106,7,2,29,1,0,114.37,0,0,53,3,1,-1,0
30.64,166,0,3,13,3,2,241.21,0,0,45,3,1,-1,0
9.16,42,1,1,54,1,3,71.26,0,0,23,1,0,-1,0
8.47,279,5,1,11,1,0,82.95,0,0,26,1,0,1,0
13.88,354,0,4,32,2,1,137.44,1,0,58,3,0,8,0
26.46,146,5,1,1,0,0,60.64,0,0,35,3,0,-1,0
46.05,47,1,4,6,1,1,132.1,0,0,45,3,0,-1,0
24.18,142,5,1,38,0,2,35.43,0,0,68,3,1,-1,0
144.01,615,2,1,44,1,3,99.81,1,0,53,3,1,7,0
11.69,424,4,4,67,1,0,143.92,0,0,26,4,0,-1,0
36.32,235,0,2,62,1,3,117.27,0,1,23,3,0,9,0
8.27,224,1,3,52,1,2,112.63,0,0,36,3,0,3,0
72.88,190,0,4,51,1,2,149.8,0,0,23,3,0,7,0
59.59,438,0,1,37,1,2,101.17,0,0,22,3,1,-1,1
35.49,411,0,3,22,0,1,76.78,0,0,68,3,1,-1,0
5.01,92,6,4,43,0,3,101.13,0,0,39,2,0,9,0
35.23,199,2,2,2,3,0,221.57,0,0,38,1,1,9,0
10.43,176,2,1,19,1,2,110.17,2,0,48,1,1,-1,0
28.87,539,1,4,47,1,2,139.21,0,1,41,1,0,0,0
6.27,521,0,2,66,2,2,103.4,2,0,37,3,0,-1,0
24.93,138,3,2,65,2,0,107.14,1,0,48,4,1,-1,0
15.14,350,2,1,6,1,2,112.58,1,0,22,3,0,-1,0
10.78,388,1,3,20,2,0,108.06,1,0,69,1,1,9,0
32.27,227,1,4,24,1,1,136.48,0,0,28,2,0,4,0
19.28,251,2,3,26,0,3,83.56,0,0,65,3,1,4,0
17.05,628,4,3,30,0,2,82.91,0,0,57,4,0,-1,0
36.23,170,4,3,62,2,2,115.04,2,1,20,2,0,-1,0
92.13,570,2,3,59,3,0,249.64,0,0,28,0,1,10,0
25.04,524,0,2,36,1,0,120.03,3,0,65,1,1,10,0
4.74,288,3,4,41,1,3,132.42,0,1,62,4,0,10,0
5.77,137,0,1,4,0,3,57.75,0,1,62,0,0,4,0
21.22,348,3,3,3,1,2,122.13,0,1,26,4,1,-1,0
45.66,298,8,3,9,2,2,111.11,0,0,46,3,0,-1,1
22.37,75,2,1,18,2,0,72.88,0,0,42,3,0,10,0
30.24,370,0,1,60,1,2,102.53,1,1,40,3,0,-1,0
19.16,153,4,4,16,2,2,126.69,0,0,35,1,1,6,0
43.37,344,0,4,47,1,0,139.24,3,1,35,1,0,4,0
32.89,634,4,4,44,1,0,138.0,2,0,45,3,0,-1,0
8.88,67,1,1,24,1,0,80.37,0,0,19,1,1,9,0
28.74,115,3,2,59,2,3,108.96,1,0,55,2,0,-1,0
5.85,103,1,4,45,1,3,152.92,0,1,66,0,1,2,0
28.74,121,3,4,12,2,3,110.8,0,0,22,3,1,10,1
16.02,266,8,3,1,0,0,91.07,0,0,37,2,0,-1,0
22.84,179,1,1,34,1,0,92.89,1,0,39,1,1,6,0
26.03,81,1,4,61,2,0,115.32,0,1,45,3,1,-1,0
25.16,76,2,2,68,1,2,109.06,1,0,35,1,0,7,0
62.43,43,2,1,42,0,0,73.3,0,0,66,4,1,8,0
20.64,370,1,2,34,0,2,72.93,0,0,66,3,1,-1,0
23.36,146,1,1,26,2,0,101.16,0,0,20,4,0,2,1
58.2,98,1,2,35,0,0,51.68,1,0,35,1,1,1,0
91.6,142,4,4,45,2,0,132.72,0,0,32,1,1,0,0
19.8,236,0,1,29,3,0,213.83,1,0,59,3,0,4,0
13.33,158,6,3,31,1,1,137.65,0,0,69,3,1,-1,1
13.87,438,3,2,67,2,3,105.22,0,0,34,3,0,-1,0
28.81,301,3,1,47,1,2,91.81,0,1,33,1,0,3,0
17.07,192,1,1,48,1,0,81.44,0,0,56,3,1,-1,0
4.96,105,0,3,49,2,2,123.57,4,0,31,3,0,-1,0
49.33,505,0,4,48,1,2,146.84,0,0,46,1,0,0,0
38.56,387,0,4,4,1,0,142.61,0,1,74,3,0,8,0
50.27,57,4,2,19,1,1,100.47,0,0,45,3,0,10,0
58.87,436,2,2,57,1,0,96.18,0,0,55,1,1,-1,1
23.39,349,5,2,31,2,1,92.91,1,0,34,3,1,2,0
24.74,330,0,3,53,0,1,83.57,0,0,31,3,1,7,0
44.94,393,2,1,29,1,0,84.37,0,0,53,1,1,10,1
7.6,289,4,4,51,0,0,91.19,0,0,63,3,1,-1,0
15.15,684,2,3,47,0,2,89.97,0,0,35,3,1,-1,0
19.15,205,2,2,45,2,0,108.82,0,0,18,3,0,10,0
41.99,28,1,3,10,1,3,145.41,0,0,43,3,0,-1,0
13.05,337,0,3,58,1,2,123.27,0,0,21,1,0,7,0
11.36,475,6,2,19,3,3,233.58,0,0,53,3,0,0,0
14.23,241,2,1,32,1,2,82.42,2,0,70,3,0,-1,0
29.24,157,7,2,3,2,1,98.85,0,0,31,3,1,-1,0
19.02,490,4,1,56,1,1,78.46,2,0,24,4,1,-1,0
6.29,287,3,4,21,2,3,140.59,0,0,30,1,0,-1,0
7.37,59,0,3,55,1,2,119.59,0,1,48,1,0,2,0
22.4,189,2,1,34,2,2,81.38,0,1,67,0,0,-1,0
23.01,100,2,2,37,2,1,106.49,4,0,44,0,0,0,0
20.53,252,0,3,33,3,3,250.15,0,0,46,3,1,0,0
13.78,126,1,4,27,1,0,158.58,1,0,72,1,0,3,0
37.72,747,4,2,6,1,2,101.79,0,0,44,3,1,6,0
26.98,60,0,4,65,2,0,121.38,0,0,36,1,0,10,0
26.26,800,1,4,48,0,3,78.42,1,0,65,3,0,6,1
27.01,800,1,4,2,1,2,136.98,0,0,52,1,0,9,0
72.09,147,0,4,63,2,3,111.33,0,1,18,3,1,-1,0
8.85,149,1,2,9,2,3,109.45,0,0,66,1,0,10,0
14.34,391,2,3,58,3,0,236.52,1,0,40,4,1,6,0
15.35,592,2,2,69,1,1,110.72,0,1,59,4,1,5,0
54.93,128,0,4,68,1,0,144.18,0,0,44,3,0,3,0
14.89,170,0,1,35,2,1,78.33,1,0,31,1,1,10,0
10.66,724,7,1,42,2,0,89.9,0,0,53,3,0,-1,0
18.46,388,5,4,11,1,2,134.29,0,0,61,4,0,4,0
21.84,216,4,4,18,2,3,135.57,1,0,43,3,1,-1,0
52.31,205,1,4,12,1,1,142.08,0,1,27,3,1,-1,0
14.82,800,7,2,42,1,0,112.91,0,1,28,1,0,4,0
11.59,200,8,3,43,3,2,240.63,3,0,35,4,1,6,1
9.7,134,3,1,59,2,1,98.81,2,0,32,3,0,4,0
15.25,293,0,4,2,2,0,132.11,0,0,47,3,1,10,0
156.17,393,1,4,58,1,2,134.72,0,0,20,2,1,7,0
27.27,120,1,3,43,2,1,93.38,0,0,65,3,0,8,0
32.42,278,3,4,38,1,3,143.29,0,0,45,0,0,10,0
20.08,235,0,4,16,0,1,91.76,0,0,70,1,1,-1,0
22.42,330,7,3,55,2,3,99.9,0,1,47,3,0,6,0
37.68,562,2,3,30,1,0,132.49,0,0,42,0,0,1,0
31.5,298,0,1,70,2,3,85.86,0,0,40,4,1,-1,0
26.56,442,3,1,30,3,1,231.78,0,0,59,1,0,-1,0
20.35,147,0,4,58,1,2,125.43,0,0,67,1,0,10,0
15.15,264,2,4,33,1,2,116.7,0,0,60,4,0,-1,0
28.2,119,4,3,43,2,0,106.63,1,0,41,3,1,-1,0
21.47,109,3,3,71,1,3,117.37,0,0,69,1,0,-1,0
110.63,422,2,4,9,1,0,121.52,0,0,23,2,1,5,1
46.55,230,0,1,47,2,0,95.86,0,0,69,0,0,-1,0
11.71,363,4,3,5,1,3,115.29,0,0,51,3,0,0,0
7.88,206,2,1,49,3,0,218.15,0,0,46,4,0,7,0
14.61,128,3,1,56,0,0,45.54,0,0,42,3,0,10,0
8.44,800,1,3,13,1,0,124.61,0,0,35,2,1,2,0
13.92,127,1,1,30,2,1,102.62,1,1,73,0,0,7,0
9.25,192,1,1,71,0,0,83.75,0,0,30,1,1,-1,0
15.46,800,1,1,56,0,3,57.24,0,1,34,1,0,10,0
15.61,211,2,3,34,2,0,115.39,0,1,71,3,0,8,0
22.6,198,1,3,71,0,0,78.36,0,0,31,3,0,-1,0
17.02,197,1,1,50,1,1,94.68,0,0,71,3,1,8,0
9.76,67,4,3,41,2,3,121.5,0,0,58,4,1,7,0
53.09,136,0,3,59,1,2,139.37,0,0,53,1,1,8,0
27.73,416,1,1,54,1,2,103.28,1,0,44,2,0,0,0
12.99,152,0,2,67,1,1,92.24,0,0,40,1,0,-1,0
9.89,54,2,4,40,1,0,158.39,0,0,39,1,0,8,0
6.21,91,1,2,46,2,1,97.35,0,0,46,3,0,10,0
5.86,348,0,1,8,0,0,35.01,0,0,33,1,0,-1,0
46.43,218,0,1,41,1,1,97.05,1,0,53,4,0,-1,0
42.65,800,0,2,18,3,2,225.38,2,0,74,4,0,4,0
12.59,90,4,4,12,2,0,114.41,0,0,59,4,0,6,0
59.92,245,3,1,36,3,3,227.92,0,0,21,2,1,-1,1
32.9,165,0,1,13,1,3,106.69,0,0,44,3,0,-1,0
23.63,206,0,4,35,1,1,149.01,1,0,33,2,0,7,0
40.03,82,1,4,3,1,3,149.36,0,0,44,3,1,10,0
32.94,131,2,4,30,1,0,124.46,3,0,30,3,1,-1,0
22.71,539,4,2,12,2,3,118.64,4,0,39,3,0,10,0
16.58,203,0,1,30,2,3,84.98,0,0,22,4,1,-1,0
18.43,540,2,2,54,0,0,55.79,0,0,67,0,1,1,0
5.55,188,1,4,2,1,2,131.07,1,0,49,3,0,6,0
10.58,338,4,1,6,1,3,79.02,0,1,58,3,0,10,0
84.79,170,2,2,11,2,1,110.06,0,0,34,3,0,-1,1
10.36,209,3,3,23,1,3,125.28,0,0,61,3,1,-1,0
4.57,121,0,4,71,2,0,138.77,0,1,35,4,0,1,0
41.4,263,4,2,33,0,0,62.1,0,1,61,3,0,10,0
24.51,800,2,4,27,1,0,143.38,0,1,63,1,0,-1,0
25.63,272,1,1,22,2,3,93.64,2,0,50,3,0,7,0
17.71,747,1,2,66,3,0,221.05,0,0,62,1,0,-1,0
41.62,383,1,1,32,1,0,78.83,0,0,27,4,1,10,0
68.29,265,1,3,2,2,2,123.67,1,0,44,3,0,5,0
13.23,115,1,3,42,2,0,114.44,0,0,46,1,0,6,0
33.32,175,1,3,32,2,0,117.19,0,0,26,1,0,7,0
49.15,450,2,4,4,2,1,131.43,0,1,69,1,0,-1,0
12.65,96,1,3,40,1,3,129.37,1,0,31,3,1,10,1
67.2,195,2,1,51,2,3,98.73,1,0,35,1,0,4,0
49.02,391,4,4,47,3,2,265.96,1,0,60,4,0,0,0
7.44,279,5,3,14,2,2,98.46,0,0,59,3,0,4,0
71.95,800,5,4,44,1,1,138.34,0,0,28,4,1,10,0
7.75,369,2,3,45,2,2,124.88,1,0,21,3,1,4,0
11.59,248,1,1,46,0,0,63.4,0,0,43,3,0,-1,0
34.71,167,2,1,20,0,0,71.2,0,1,39,4,0,6,0
46.21,166,2,3,55,1,3,140.51,0,0,45,2,0,10,0
21.74,177,3,2,7,0,0,47.45,0,0,36,1,0,8,0
12.14,318,2,1,69,1,0,89.03,0,1,56,2,1,8,0
16.31,800,3,4,29,1,2,139.39,0,0,23,3,0,-1,0
14.84,211,1,4,37,1,1,145.23,3,0,62,3,1,6,0
39.37,253,1,3,36,2,3,103.53,1,0,66,4,0,6,0
14.52,203,2,4,5,1,3,148.02,0,0,42,3,0,-1,0
11.92,192,1,3,4,1,1,124.38,1,1,30,1,0,5,0
6.16,81,3,1,62,2,2,92.24,0,1,67,1,0,-1,0
12.49,144,1,4,52,1,3,126.67,0,0,65,3,0,5,0
18.27,162,2,3,50,1,1,119.55,2,0,47,3,0,10,0
8.13,745,1,4,26,0,1,103.22,0,0,34,3,0,10,0
4.97,99,5,1,16,1,2,91.86,0,0,26,4,0,7,0
43.99,257,5,4,51,2,1,122.68,0,1,47,1,0,-1,0
9.02,389,3,2,42,2,1,94.31,0,0,29,0,1,-1,0
7.05,282,3,2,66,1,2,105.39,0,0,74,2,0,8,0
70.5,112,4,3,24,1,0,139.25,1,0,32,1,0,9,0
39.61,223,1,2,48,1,0,120.91,0,0,31,3,0,-1,0
45.62,35,0,3,26,1,2,103.99,0,0,29,3,0,-1,0
30.09,503,1,1,15,0,3,62.4,0,0,47,1,1,10,0
57.35,332,4,4,67,1,2,142.75,3,0,51,2,1,8,0
40.72,112,2,2,44,1,1,107.46,2,1,66,3,0,8,0
15.25,505,1,4,23,3,0,279.19,1,0,52,3,0,-1,0
8.57,209,1,3,50,0,2,80.71,2,0,31,1,0,3,0
7.2,309,2,4,47,2,0,125.03,2,0,18,0,1,-1,0
17.96,248,2,4,68,0,1,118.59,5,1,18,3,0,7,0
8.33,183,2,2,67,0,2,61.07,0,1,66,3,0,-1,0
10.61,150,1,1,21,2,2,89.01,1,0,37,3,0,6,0
17.78,589,4,1,63,0,3,65.88,0,0,52,3,0,4,0
61.45,223,3,3,5,1,3,105.21,1,0,64,3,0,-1,0
6.0,159,0,4,11,0,2,106.16,1,0,27,3,0,-1,1
20.57,198,5,1,9,1,1,109.9,0,1,52,1,0,2,0
